"","Title","Location","Plaque.text.Description","Agriculture","Archaeology","Artsculture","Blackheritage","Buildingsstructures","Communities","Disasters","Education","Environment","Exploration","FirstNations","Franco","Furtrade","Industry","Organizations","People","Politics","Religion","Scientific","Sports","Transportation","Warconflict","Womenhist","Region","County.District","Municipality","Latitude","Longitude"
"35","Andrew Frederick Hunter 1863-1940","At 37 Mulcaster Street, Barrie","This distinguished historian and archaeologist was born in Innisfil Township, graduated from the University of Toronto in 1889 and was editor of the Barrie Examiner 1889-95. His extensive exploration of archaeological sites throughout Huronia stimulated public interests in the history of that area. He supplied much valuable information for Thwaites' 73-volume edition of the ""Jesuit Relations"". Hunter was secretary of the Ontario Historical Society 1913-1931 and wrote many scholarly articles. His ""History of Simcoe County"", published in 1909, was one of Ontario's earliest and best regional histories.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Central Ontario","County of Simcoe","City of Barrie",44.3903137,-79.68512616
"36","Anishinaabeg at Lake of Bays, The","Cedar Narrows Heritage Park in Dorset (at the Highway 39 bridge that spans the Dorset Narrows)","A water-based people, the Anishinaabeg - the original people of this region - were a hunter-gatherer society that often travelled here to the narrows at Trading Bay (Lake of Bays). The area that is now Dorset was a special, spiritual place abundant in natural resources. For thousands of years the Anishinaabeg set up small camps here harvesting maple syrup and birch bark, fishing and trading in the spring and summer, and hunting and trapping during the fall and winter. Eventually, the Anishinaabeg realized that their hunting and harvesting rights and territory had been lost through a series of treaties. They continued to travel to the region to work as fishing and hunting guides and trading with seasonal tourists and cottagers. The descendants of the Anishinaabeg are members of the seven First Nations of the Williams Treaties (1923), the nearest of which is the Chippewas of Rama First Nation. The legacy of the original inhabitants lives on through the many landmarks, rivers, lakes, and islands that bear Anishinaabemowin (Ojibwe) place names.",1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Central Ontario","County of Haliburton","Township of Algonquin Highlands",45.245424,-78.894433
"37","Anishinaabeg at Lake of Bays, The","Cedar Narrows Heritage Park in Dorset (at the Highway 39 bridge that spans the Dorset Narrows)","(Ojibwe title) Ziibii wiikwedoonsag (Ojibwe text) Nibi gaa debwendimowaad giw Anishinaabeg ntam maa gaa yaajig. Moozhag gii baamaadiziwag di meshkwadoon ge giibi zhaawag iw Muskoka ziibii. Gii gchi taamgwendaagwat ki, ge niibwa giigoonyag, wesiinyag, miinwaa mishkikii. Anishinaabeg gii zhitoonaawaa yeshmoongamig ji zagaknamwaad gaa maawndomowaad. Mnookmig ge niibing gii giigoonkewag ge gii meshdoonmaadiwag). Dgwaagi ge bboong gii ndawenjigewag ge gii ziisbaakdokewag. Pii iw shkodedaaban gii zhitoowaad mii iw pii gewiinwaa gaa bi zhaajig giw e waapshkizijig. Gii znaagad dash ji zhaawaad widi giw Anishinaabeg. Pii iw mzinigan gii bi yaamigak mii dash pii kina gaa nitooying, pkaan gii nistitoonaawaa. Geyaabi gii zhaawag giw Anishinaabeg ji nookiiwaad ji kinoomawaad nake gezhi giigoonkewaad ge ji ndawenjigewaad. Miinwaa ji meshdoonmawaawaad giw e baa gnawaabijigewaad ge giw niibing eh ndaajig bizhaawaad.
Geyaabi gdaa waabindaan gaa zhinkaadmowaad iw aki, ge
ziibiiganan ge mnisan.",1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Central Ontario","County of Haliburton","Township of Algonquin Highlands",45.245424,-78.894433
"38","Anna Jameson 1794-
1860","St. Marys River Drive, west of the Delta Hotel, Sault Ste. Marie","Born in Dublin, Ireland, and raised in London, this famous 19th century author, illustrator and social reformer joined her husband, Robert Jameson, Attorney General of Upper Canada, at Toronto in 1836. The following June, unescorted, Mrs.
Jameson travelled to Port Talbot, Detroit, and Mackinaw. From there she journeyed by bateau to Sault Ste. Marie, descended the rapids, and attended an Indian Assembly at Manitoulin. She travelled on to Toronto by way of Georgian Bay and Lake Simcoe. Upon her return to England in 1838, Mrs. Jameson published an account of her tour entitled 'Winter Studies and Summer Rambles in Canada'. This book became an invaluable historical source for the life and personalities of the period.
Thereafter, Mrs. Jameson devoted much time to social and educational reform for English women.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Northern Ontario","District of Algoma","City of Sault Ste. Marie",46.510553,-84.339259
"39","Aqua-Plano Indians of the Upper Great Lakes, The","At Boegh Park, a picnic area on Highway 587 near Pass Lake - about 32 km east of Thunder Bay","In 1950, archaeological investigations in this area uncovered a site which had been used as a workshop camp by a group of the earliest known people in this part of the Upper Great Lakes basin. Called Aqua-Plano Indians because they migrated from the western plains to fossil beaches of glacial and post-glacial lakes in this region, they appeared about 9,000 years ago following the retreat of the glaciers and the northward movement of plants and animals. They developed a distinctive tradition based primarily on large game hunting, using weapons and specialized tools made of taconite, a stone that was obtained locally. Their way of life, which was closely related to the environment, disappeared as the climate grew warmer.",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Northern Ontario","District of Thunder Bay","Township of Shuniah",48.567501,-88.74521
"40","Archives of Ontario, The","Inside main lobby of Archives building, York University Campus, 134 Ian Macdonald Blvd., Toronto","In 1903, responding to public demands for an historical records repository, the Ontario government established a provincial archives under Alexander Fraser, a Toronto editor and historian. As first Archivist of Ontario, he initiated an ambitious acquisition program and began the publication of important documents in a valuable series of annual reports. The Archives Act of 1923 directed the transfer of inactive government records to the Archives and by 1934 it had developed as a major centre for the preservation and public use of documents, maps and photographs related to Ontario. Following the Second World War and the introduction of a comprehensive government records management programme, the Archives of Ontario became one of Canada's foremost archival institutions.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Greater Toronto Area","City of Toronto (District)","City of Toronto",43.7748485,-79.5003786
"41","Arctic Watershed, The","On Highway 17, where the watershed crosses the thoroughfare, near Raith - northwest of Thunder Bay","The height of land known as the Arctic Watershed crosses Highway 11 at this point. North of here, water drains into Hudson Bay; rivers, lakes and streams to the south flow into the Great Lakes. As the northern wilderness came under development, the erratic line of the watershed defined territorial boundaries. It marked the southern limit of Rupert's Land, the vast territory granted to the Hudson's Bay Company in 1670.
Two centuries later, it formed the northern boundary of lands ceded to the Crown by the First Nation Ojibwa in the Robinson- Superior Treaties of 1850.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Northern Ontario","District of Thunder Bay","Raith",NA,NA
"42","Arctic Watershed, The","On Highway 11 where the watershed crosses the thoroughfare, about 14 km northwest of Kenogami Lake","The height of land known as the Arctic Watershed crosses Highway 11 at this point. North of here, water drains into Hudson Bay; rivers, lakes and streams to the south flow into the Great Lakes. As the northern wilderness came under development, the erratic line of the watershed defined territorial boundaries. It marked the southern limit of Rupert's Land, the vast territory granted to the Hudson's Bay Company in 1670.
Two centuries later, it formed the northern boundary of lands ceded to the Crown by the First Nation Ojibwa in the Robinson- Superior Treaties of 1850.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Northern Ontario","District of Timiskaming","Kenogami Lake",NA,NA
"43","Armadale Free Methodist Church 1880, The","In front of the church, Passmore Avenue, west of Markham Road, Toronto","One of the earliest Free Methodist societies in Canada was established in this area at nearby Ellesmere in 1874. The first services were held in a ""Meeting House"" provided by Robert Loveless, a former Primitive Methodist, who was largely responsible for the organization of this congregation. Within six years another congregation had been established here at Armadale with initial services being held in the home of Silas Phoenix. The growth of the congregation led to the construction of this simple frame church in 1880. Built chiefly by volunteer labour on land acquired from Francis Underwood, this building, the oldest continuing Free Methodist place of worship in Canada, henceforth served the combined Ellesmere-Armadale congregation and stands as a tribute to the efforts of the early Free Methodists.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Greater Toronto Area","City of Toronto (District)","City of Toronto",43.82909824,-79.25821575
"44","Armenian Boys' Farm Home, Georgetown, The","Just east of the parking lot in Cedarvale Park, Georgetown.","On July 1, 1923, a group of 50 Armenian boys arrived at this farm site from an orphanage in Corfu, Greece. The 'Georgetown Boys,' as they came to be known, arrived in Canada between 1923 and 1927 – 109 boys in all. The orphans were survivors of the Armenian Genocide (1915-1923). Their plight touched the hearts of thousands of Canadians, who raised significant funds and lobbied the Canadian government to bring them here. Under the care and supervision of the Armenian Canadian Relief Fund's Farm and Home Committee, the children lived at Cedarvale Farm located on this property and were taught English and farming skills. By 1928, the orphans were placed with farm families in Southwestern Ontario. As adults, most of the Armenians became Canadian citizens and chose to remain in this country. By providing assistance to non-British Commonwealth refugees, the Armenian Boys' Farm Home was the first humanitarian effort of its kind in Canada.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Greater Toronto Area","Regional Municipality of Halton","Town of Halton Hills",43.713,-79.9315
"45","Asa Turner","On the grounds of Sidney Baptist Church, Baptist Church Road and Concession 8, off Highway 14, near Stirling","One of the first Baptist missionaries to serve the scattered communities along the north shore of Lake Ontario, Turner came to Upper Canada from New York State and settled in this vicinity by 1798. With great dedication, he ministered to the residents of Thurlow and Sidney Townships, conducting services in pioneer homes and organizing several congregations, including the forerunner of this parish. In 1802, Turner and two other American missionaries, Reuben Crandall and Joseph Winn, formed the Thurlow Baptist Association, the first Baptist association in the province. Until his return to the United States nine years later, Turner worked with Crandall and Winn to ensure the growth of this association, thereby assisting in establishing a permanent organizational framework for the Baptist Church in eastern Ontario.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"Eastern Ontario","County of Hastings","Township of Stirling-Rawdon",44.27749652,-77.47361388
